node1ID,node2ID,branchID,x1,y1,z1,x2,y2,z2,radius,length,R,G,B,time,type,vitesse_primaire,vitesse_secondaire,simulation_id
0,1,0,0,0,-3,0.0989,0.0118,-3.0102,0.0335,0.10020000000000001,0.4314,0.3922,0.1961,0.0698,1,1,0.3,3
1,2,0,0.0989,0.0118,-3.0102,0.5949,0.0636,-3.0474,0.0335,0.5,0.4314,0.3922,0.1961,0.41910000000000003,1,1,0.3,3
2,3,0,0.5949,0.0636,-3.0474,0.676,0.0726,-3.0577,0.0335,0.0823,0.4314,0.3922,0.1961,0.4767,1,1,0.3,3
3,4,0,0.676,0.0726,-3.0577,1.1604,0.0346,-3.1756,0.0335,0.5,0.4314,0.3922,0.1961,0.8283,1,1,0.3,3
4,5,0,1.1604,0.0346,-3.1756,1.3174000000000001,0.017400000000000002,-3.2208,0.0335,0.1643,0.4314,0.3922,0.1961,0.9443,1,1,0.3,3
5,6,0,1.3174000000000001,0.017400000000000002,-3.2208,1.7905,-0.07400000000000001,-3.3542,0.0335,0.5,0.4314,0.3922,0.1961,1.2984,1,1,0.3,3
6,7,0,1.7905,-0.07400000000000001,-3.3542,1.897,-0.1062,-3.3858,0.0335,0.11560000000000001,0.4314,0.3922,0.1961,1.3806,1,1,0.3,3
7,8,0,1.897,-0.1062,-3.3858,2.3283,-0.256,-3.5896000000000003,0.0335,0.5,0.4314,0.3922,0.1961,1.7372,1,1,0.3,3
8,9,0,2.3283,-0.256,-3.5896000000000003,2.5063,-0.3159,-3.6714,0.0335,0.2049,0.4314,0.3922,0.1961,1.8839000000000001,1,1,0.3,3
9,10,0,2.5063,-0.3159,-3.6714,2.935,-0.453,-3.8892,0.0335,0.5,0.4314,0.3922,0.1961,2.2433,1,1,0.3,3
10,11,0,2.935,-0.453,-3.8892,3.0271000000000003,-0.4863,-3.9365,0.0335,0.1087,0.4314,0.3922,0.1961,2.3217000000000003,1,1,0.3,3
11,12,0,3.0271000000000003,-0.4863,-3.9365,3.4632,-0.6298,-4.1345,0.0335,0.5,0.4314,0.3922,0.1961,2.6836,1,1,0.3,3
12,13,0,3.4632,-0.6298,-4.1345,3.5779,-0.6722,-4.183,0.0335,0.1315,0.4314,0.3922,0.1961,2.7792000000000003,1,1,0.3,3
13,14,0,3.5779,-0.6722,-4.183,4.0006,-0.8024,-4.4162,0.0335,0.5,0.4314,0.3922,0.1961,3.1437,1,1,0.3,3
14,15,0,4.0006,-0.8024,-4.4162,4.0375000000000005,-0.8128000000000001,-4.4359,0.0335,0.0431,0.4314,0.3922,0.1961,3.1752000000000002,1,1,0.3,3
15,16,0,4.0375000000000005,-0.8128000000000001,-4.4359,4.4415000000000004,-0.9335,-4.7048000000000005,0.0335,0.5,0.4314,0.3922,0.1961,3.5420000000000003,1,1,0.3,3
16,17,0,4.4415000000000004,-0.9335,-4.7048000000000005,4.5927,-1.0044,-4.8227,0.0335,0.20450000000000002,0.4314,0.3922,0.1961,3.6926,1,1,0.3,3
17,18,0,4.5927,-1.0044,-4.8227,4.9455,-1.1802000000000001,-5.1303,0.0335,0.5,0.4314,0.3922,0.1961,4.0623000000000005,1,1,0.3,3
18,19,0,4.9455,-1.1802000000000001,-5.1303,4.9651000000000005,-1.1904000000000001,-5.148000000000001,0.0335,0.028300000000000002,0.4314,0.3922,0.1961,4.0833,1,1,0.3,3
19,20,0,4.9651000000000005,-1.1904000000000001,-5.148000000000001,5.2894000000000005,-1.3004,-5.512300000000001,0.0335,0.5,0.4314,0.3922,0.1961,4.4553,1,1,0.3,3
20,21,0,5.2894000000000005,-1.3004,-5.512300000000001,5.371300000000001,-1.3298,-5.6112,0.0335,0.1317,0.4314,0.3922,0.1961,4.5537,1,1,0.3,3
21,22,0,5.371300000000001,-1.3298,-5.6112,5.6569,-1.4045,-5.9599,0.0335,0.45680000000000004,0.4314,0.3922,0.1961,4.896100000000001,1,1,0.3,3
22,23,0,5.6569,-1.4045,-5.9599,5.939900000000001,-1.4765000000000001,-6.3658,0.0335,0.5,0.4314,0.3922,0.1961,5.2729,1,1,0.3,3
23,24,0,5.939900000000001,-1.4765000000000001,-6.3658,6.0246,-1.5025000000000002,-6.491300000000001,0.0335,0.1537,0.4314,0.3922,0.1961,5.3891,1,1,0.3,3
24,25,0,6.0246,-1.5025000000000002,-6.491300000000001,6.2956,-1.5886,-6.902500000000001,0.0335,0.5,0.4314,0.3922,0.1961,5.768800000000001,1,1,0.3,3
25,26,0,6.2956,-1.5886,-6.902500000000001,6.3687000000000005,-1.6118000000000001,-7.0120000000000005,0.0335,0.1336,0.4314,0.3922,0.1961,5.8707,1,1,0.3,3
26,27,0,6.3687000000000005,-1.6118000000000001,-7.0120000000000005,6.6157,-1.6614,-7.4439,0.0335,0.5,0.4314,0.3922,0.1961,6.2533,1,1,0.3,3
27,28,0,6.6157,-1.6614,-7.4439,6.6818,-1.6746,-7.5593,0.0335,0.1336,0.4314,0.3922,0.1961,6.3559,1,1,0.3,3
28,29,0,6.6818,-1.6746,-7.5593,6.882000000000001,-1.7111,-7.9158,0.0335,0.4106,0.4314,0.3922,0.1961,6.6723,1,1,0.3,3
29,30,0,6.882000000000001,-1.7111,-7.9158,7.123200000000001,-1.737,-8.3531,0.0335,0.5,0.4314,0.3922,0.1961,7.0598,1,1,0.3,3
30,31,0,7.123200000000001,-1.737,-8.3531,7.191000000000001,-1.7455,-8.4764,0.0335,0.1411,0.4314,0.3922,0.1961,7.1695,1,1,0.3,3
31,32,0,7.191000000000001,-1.7455,-8.4764,7.4358,-1.784,-8.9107,0.0335,0.5,0.4314,0.3922,0.1961,7.5600000000000005,1,1,0.3,3
32,33,0,7.4358,-1.784,-8.9107,7.454400000000001,-1.788,-8.946100000000001,0.0335,0.0402,0.4314,0.3922,0.1961,7.591500000000001,1,1,0.3,3
33,34,0,7.454400000000001,-1.788,-8.946100000000001,7.662800000000001,-1.8754000000000002,-9.392100000000001,0.0335,0.5,0.4314,0.3922,0.1961,7.984500000000001,1,1,0.3,3
34,35,0,7.662800000000001,-1.8754000000000002,-9.392100000000001,7.7182,-1.8956000000000002,-9.4916,0.0335,0.11560000000000001,0.4314,0.3922,0.1961,8.075800000000001,1,1,0.3,3
35,36,0,7.7182,-1.8956000000000002,-9.4916,7.921600000000001,-2.0231,-9.930100000000001,0.0335,0.5,0.4314,0.3922,0.1961,8.4718,1,1,0.3,3
36,37,0,7.921600000000001,-2.0231,-9.930100000000001,7.9923,-2.0723000000000003,-10.115,0.0335,0.2039,0.4314,0.3922,0.1961,8.6341,1,1,0.3,3
37,38,0,7.9923,-2.0723000000000003,-10.115,8.101700000000001,-2.2285,-10.577200000000001,0.0335,0.5,0.4314,0.3922,0.1961,9.0336,1,1,0.3,3
38,39,0,8.101700000000001,-2.2285,-10.577200000000001,8.114700000000001,-2.2461,-10.6348,0.0335,0.0616,0.4314,0.3922,0.1961,9.083,1,1,0.3,3
39,40,0,8.114700000000001,-2.2461,-10.6348,8.2048,-2.3565,-11.1141,0.0335,0.5,0.4314,0.3922,0.1961,9.4854,1,1,0.3,3
40,41,0,8.2048,-2.3565,-11.1141,8.2147,-2.3817,-11.250300000000001,0.0335,0.1389,0.4314,0.3922,0.1961,9.5976,1,1,0.3,3
41,42,0,8.2147,-2.3817,-11.250300000000001,8.2684,-2.4488000000000003,-11.7428,0.0335,0.5,0.4314,0.3922,0.1961,10.003300000000001,1,1,0.3,3
42,43,0,8.2684,-2.4488000000000003,-11.7428,8.2751,-2.4570000000000003,-11.801300000000001,0.0335,0.0594,0.4314,0.3922,0.1961,10.0516,1,1,0.3,3
43,44,0,8.2751,-2.4570000000000003,-11.801300000000001,8.3363,-2.5105,-12.2946,0.0335,0.5,0.4314,0.3922,0.1961,10.4602,1,1,0.3,3
44,45,0,8.3363,-2.5105,-12.2946,8.345600000000001,-2.5154,-12.360000000000001,0.0335,0.06620000000000001,0.4314,0.3922,0.1961,10.5145,1,1,0.3,3
45,46,0,8.345600000000001,-2.5154,-12.360000000000001,8.432400000000001,-2.5296000000000003,-12.8522,0.0335,0.5,0.4314,0.3922,0.1961,10.926,1,1,0.3,3
46,47,0,8.432400000000001,-2.5296000000000003,-12.8522,8.4509,-2.5324,-12.954400000000001,0.0335,0.1039,0.4314,0.3922,0.1961,11.011800000000001,1,1,0.3,3
47,48,0,8.4509,-2.5324,-12.954400000000001,8.511700000000001,-2.5357000000000003,-13.450700000000001,0.0335,0.5,0.4314,0.3922,0.1961,11.4265,1,1,0.3,3
48,49,0,8.511700000000001,-2.5357000000000003,-13.450700000000001,8.5322,-2.5351,-13.5769,0.0335,0.1279,0.4314,0.3922,0.1961,11.533100000000001,1,1,0.3,3
49,50,0,8.5322,-2.5351,-13.5769,8.6056,-2.5237000000000003,-14.0714,0.0335,0.5,0.4314,0.3922,0.1961,11.9512,1,1,0.3,3
50,51,0,8.6056,-2.5237000000000003,-14.0714,8.620800000000001,-2.5165,-14.24,0.0335,0.1695,0.4314,0.3922,0.1961,12.0936,1,1,0.3,3
51,52,0,8.620800000000001,-2.5165,-14.24,8.6683,-2.5076,-14.7377,0.0335,0.5,0.4314,0.3922,0.1961,12.515400000000001,1,1,0.3,3
52,53,0,8.6683,-2.5076,-14.7377,8.672500000000001,-2.5071000000000003,-14.8129,0.0335,0.0753,0.4314,0.3922,0.1961,12.5792,1,1,0.3,3
53,54,0,8.672500000000001,-2.5071000000000003,-14.8129,8.7178,-2.4197,-15.3031,0.0335,0.5,0.4314,0.3922,0.1961,13.0043,1,1,0.3,3
54,55,0,8.7178,-2.4197,-15.3031,8.7288,-2.4096,-15.4075,0.0335,0.10550000000000001,0.4314,0.3922,0.1961,13.0943,1,1,0.3,3
55,56,0,8.7288,-2.4096,-15.4075,8.7621,-2.4355,-15.905800000000001,0.0335,0.5,0.4314,0.3922,0.1961,13.5228,1,1,0.3,3
56,57,0,8.7621,-2.4355,-15.905800000000001,8.7652,-2.4372000000000003,-15.9512,0.0335,0.0456,0.4314,0.3922,0.1961,13.562100000000001,1,1,0.3,3
57,58,0,8.7652,-2.4372000000000003,-15.9512,8.7978,-2.4564,-16.4498,0.0335,0.5,0.4314,0.3922,0.1961,13.9937,1,1,0.3,3
58,59,0,8.7978,-2.4564,-16.4498,8.8088,-2.4639,-16.617,0.0335,0.16770000000000002,0.4314,0.3922,0.1961,14.1392,1,1,0.3,3
59,60,0,8.8088,-2.4639,-16.617,8.817400000000001,-2.4842,-17.116500000000002,0.0335,0.5,0.4314,0.3922,0.1961,14.574800000000002,1,1,0.3,3
60,61,0,8.817400000000001,-2.4842,-17.116500000000002,8.82,-2.4858000000000002,-17.2055,0.0335,0.0891,0.4314,0.3922,0.1961,14.652700000000001,1,1,0.3,3
61,62,0,8.82,-2.4858000000000002,-17.2055,8.7955,-2.5152,-17.7041,0.0335,0.5,0.4314,0.3922,0.1961,15.091800000000001,1,1,0.3,3
62,63,0,8.7955,-2.5152,-17.7041,8.7925,-2.5193000000000003,-17.761300000000002,0.0335,0.0575,0.4314,0.3922,0.1961,15.1425,1,1,0.3,3
63,64,0,8.7925,-2.5193000000000003,-17.761300000000002,8.774600000000001,-2.5533,-18.259800000000002,0.0335,0.5,0.4314,0.3922,0.1961,15.585,1,1,0.3,3
64,65,0,8.774600000000001,-2.5533,-18.259800000000002,8.7699,-2.5611,-18.3688,0.0335,0.10930000000000001,0.4314,0.3922,0.1961,15.6821,1,1,0.3,3
65,66,0,8.7699,-2.5611,-18.3688,8.735100000000001,-2.6012,-18.8659,0.0335,0.5,0.4314,0.3922,0.1961,16.1284,1,1,0.3,3
66,67,0,8.735100000000001,-2.6012,-18.8659,8.7279,-2.6109,-18.982100000000003,0.0335,0.1168,0.4314,0.3922,0.1961,16.2331,1,1,0.3,3
67,68,0,8.7279,-2.6109,-18.982100000000003,8.722100000000001,-2.6651000000000002,-19.479100000000003,0.0335,0.5,0.4314,0.3922,0.1961,16.6832,1,1,0.3,3
68,69,0,8.722100000000001,-2.6651000000000002,-19.479100000000003,8.72,-2.6809000000000003,-19.6262,0.0335,0.1479,0.4314,0.3922,0.1961,16.817,1,1,0.3,3
69,70,0,8.72,-2.6809000000000003,-19.6262,8.7216,-2.6784000000000003,-20.1262,0.0335,0.5,0.4314,0.3922,0.1961,17.2713,1,1,0.3,3
70,71,0,8.7216,-2.6784000000000003,-20.1262,8.722900000000001,-2.6811000000000003,-20.3074,0.0335,0.18130000000000002,0.4314,0.3922,0.1961,17.4368,1,1,0.3,3
71,72,0,8.722900000000001,-2.6811000000000003,-20.3074,8.7569,-2.7014,-20.8058,0.0335,0.5,0.4314,0.3922,0.1961,17.895500000000002,1,1,0.3,3
72,73,0,8.7569,-2.7014,-20.8058,8.7616,-2.7058,-20.8797,0.0335,0.0741,0.4314,0.3922,0.1961,17.9638,1,1,0.3,3
73,74,0,8.7616,-2.7058,-20.8797,8.743,-2.7194000000000003,-21.3791,0.0335,0.5,0.4314,0.3922,0.1961,18.4263,1,1,0.3,3
74,75,0,8.743,-2.7194000000000003,-21.3791,8.7379,-2.7283,-21.6097,0.0335,0.2308,0.4314,0.3922,0.1961,18.640900000000002,1,1,0.3,3
75,76,0,8.7379,-2.7283,-21.6097,8.645800000000001,-2.7246,-22.101100000000002,0.0335,0.5,0.4314,0.3922,0.1961,19.1084,1,1,0.3,3
76,77,0,8.645800000000001,-2.7246,-22.101100000000002,8.6402,-2.7251000000000003,-22.131600000000002,0.0335,0.031100000000000003,0.4314,0.3922,0.1961,19.137600000000003,1,1,0.3,3
77,78,0,8.6402,-2.7251000000000003,-22.131600000000002,8.618500000000001,-2.7644,-22.6296,0.0335,0.5,0.4314,0.3922,0.1961,19.608700000000002,1,1,0.3,3
78,79,0,8.618500000000001,-2.7644,-22.6296,8.6076,-2.7722,-22.756400000000003,0.0335,0.1275,0.4314,0.3922,0.1961,19.729400000000002,1,1,0.3,3
79,80,0,8.6076,-2.7722,-22.756400000000003,8.5347,-2.7879,-23.2508,0.0335,0.5,0.4314,0.3922,0.1961,20.204900000000002,1,1,0.3,3
80,81,0,8.5347,-2.7879,-23.2508,8.5221,-2.7935000000000003,-23.3899,0.0335,0.13970000000000002,0.4314,0.3922,0.1961,20.3385,1,1,0.3,3
81,82,0,8.5221,-2.7935000000000003,-23.3899,8.469100000000001,-2.7868,-23.887,0.0335,0.5,0.4314,0.3922,0.1961,20.8186,1,1,0.3,3
82,83,0,8.469100000000001,-2.7868,-23.887,8.4465,-2.7789,-24.032600000000002,0.0335,0.1476,0.4314,0.3922,0.1961,20.961000000000002,1,1,0.3,3
83,84,0,8.4465,-2.7789,-24.032600000000002,8.376800000000001,-2.7141,-24.523500000000002,0.0335,0.5,0.4314,0.3922,0.1961,21.445800000000002,1,1,0.3,3
84,85,0,8.376800000000001,-2.7141,-24.523500000000002,8.3659,-2.7048,-24.6644,0.0335,0.1416,0.4314,0.3922,0.1961,21.5837,1,1,0.3,3
85,86,0,8.3659,-2.7048,-24.6644,8.2611,-2.6242,-25.146600000000003,0.0335,0.5,0.4314,0.3922,0.1961,22.0733,1,1,0.3,3
86,87,0,8.2611,-2.6242,-25.146600000000003,8.241900000000001,-2.6194,-25.240000000000002,0.0335,0.0955,0.4314,0.3922,0.1961,22.1672,1,1,0.3,3
87,88,0,8.241900000000001,-2.6194,-25.240000000000002,8.141,-2.5948,-25.729000000000003,0.0335,0.5,0.4314,0.3922,0.1961,22.6613,1,1,0.3,3
88,89,0,8.141,-2.5948,-25.729000000000003,8.0873,-2.581,-25.9621,0.0335,0.2396,0.4314,0.3922,0.1961,22.8994,1,1,0.3,3
89,90,0,8.0873,-2.581,-25.9621,8.012500000000001,-2.5866000000000002,-26.456400000000002,0.0335,0.5,0.4314,0.3922,0.1961,23.3992,1,1,0.3,3
90,91,0,8.012500000000001,-2.5866000000000002,-26.456400000000002,8.001800000000001,-2.5868,-26.547700000000003,0.0335,0.09190000000000001,0.4314,0.3922,0.1961,23.491400000000002,1,1,0.3,3
91,92,0,8.001800000000001,-2.5868,-26.547700000000003,7.9889,-2.5992,-27.0474,0.0335,0.5,0.4314,0.3922,0.1961,23.995900000000002,1,1,0.3,3
92,93,0,7.9889,-2.5992,-27.0474,7.986000000000001,-2.5998,-27.096300000000003,0.0335,0.049100000000000005,0.4314,0.3922,0.1961,24.0456,1,1,0.3,3
93,94,0,7.986000000000001,-2.5998,-27.096300000000003,7.988600000000001,-2.65,-27.5938,0.0335,0.5,0.4314,0.3922,0.1961,24.5545,1,1,0.3,3
94,95,0,7.988600000000001,-2.65,-27.5938,7.979100000000001,-2.6622000000000003,-27.726200000000002,0.0335,0.1333,0.4314,0.3922,0.1961,24.6908,1,1,0.3,3
95,96,0,7.979100000000001,-2.6622000000000003,-27.726200000000002,7.938700000000001,-2.7263,-28.2204,0.0335,0.5,0.4314,0.3922,0.1961,25.204900000000002,1,1,0.3,3
96,97,0,7.938700000000001,-2.7263,-28.2204,7.9249,-2.7365,-28.3504,0.0335,0.1311,0.4314,0.3922,0.1961,25.340400000000002,1,1,0.3,3
97,98,0,7.9249,-2.7365,-28.3504,7.867100000000001,-2.7894,-28.8443,0.0335,0.5,0.4314,0.3922,0.1961,25.8597,1,1,0.3,3
98,99,0,7.867100000000001,-2.7894,-28.8443,7.8627,-2.7939000000000003,-28.8857,0.0335,0.0419,0.4314,0.3922,0.1961,25.9035,1,1,0.3,3
99,100,0,7.8627,-2.7939000000000003,-28.8857,7.8872,-2.8373,-29.383200000000002,0.0335,0.5,0.4314,0.3922,0.1961,26.427400000000002,1,1,0.3,3
100,101,0,7.8872,-2.8373,-29.383200000000002,7.8898,-2.8416,-29.444100000000002,0.0335,0.0611,0.4314,0.3922,0.1961,26.4917,1,1,0.3,3
101,102,0,7.8898,-2.8416,-29.444100000000002,7.906000000000001,-2.8759,-29.942600000000002,0.0335,0.5,0.4314,0.3922,0.1961,27.020500000000002,1,1,0.3,3
102,103,0,7.906000000000001,-2.8759,-29.942600000000002,7.9156,-2.879,-30.0605,0.0335,0.1182,0.4314,0.3922,0.1961,27.1462,1,1,0.3,3
103,104,0,7.9156,-2.879,-30.0605,7.965400000000001,-2.8857,-30.5579,0.0335,0.5,0.4314,0.3922,0.1961,27.680400000000002,1,1,0.3,3
104,105,0,7.965400000000001,-2.8857,-30.5579,7.9699,-2.8873,-30.6006,0.0335,0.0429,0.4314,0.3922,0.1961,27.7265,1,1,0.3,3
