node1ID,node2ID,branchID,x1,y1,z1,x2,y2,z2,radius,length,R,G,B,time,type,vitesse_primaire,vitesse_secondaire,simulation_id
0,1,0,0,0,-3,-0.0893,0.008700000000000001,-2.9921,0.045200000000000004,0.09000000000000001,0.4314,0.3922,0.1961,0.033800000000000004,1,3,0.5,15
1,2,0,-0.0893,0.008700000000000001,-2.9921,-0.5881000000000001,-0.0106,-2.9647,0.045200000000000004,0.5,0.4314,0.3922,0.1961,0.22240000000000001,1,3,0.5,15
2,3,0,-0.5881000000000001,-0.0106,-2.9647,-0.7445,-0.015600000000000001,-2.9549000000000003,0.045200000000000004,0.1568,0.4314,0.3922,0.1961,0.2817,1,3,0.5,15
3,4,0,-0.7445,-0.015600000000000001,-2.9549000000000003,-1.2433,-0.0316,-2.9237,0.045200000000000004,0.5,0.4314,0.3922,0.1961,0.4717,1,3,0.5,15
4,5,0,-1.2433,-0.0316,-2.9237,-1.4219000000000002,-0.0456,-2.9097,0.045200000000000004,0.1797,0.4314,0.3922,0.1961,0.5402,1,3,0.5,15
5,6,0,-1.4219000000000002,-0.0456,-2.9097,-1.9142000000000001,-0.1326,-2.9007,0.045200000000000004,0.5,0.4314,0.3922,0.1961,0.7316,1,3,0.5,15
6,7,0,-1.9142000000000001,-0.1326,-2.9007,-1.9898,-0.1427,-2.9002000000000003,0.045200000000000004,0.0763,0.4314,0.3922,0.1961,0.7609,1,3,0.5,15
7,8,0,-1.9898,-0.1427,-2.9002000000000003,-2.488,-0.1822,-2.8836,0.045200000000000004,0.5,0.4314,0.3922,0.1961,0.9536,1,3,0.5,15
8,9,0,-2.488,-0.1822,-2.8836,-2.6308000000000002,-0.198,-2.8772,0.045200000000000004,0.1438,0.4314,0.3922,0.1961,1.0092,1,3,0.5,15
9,10,0,-2.6308000000000002,-0.198,-2.8772,-3.1264000000000003,-0.1534,-2.9264,0.045200000000000004,0.5,0.4314,0.3922,0.1961,1.2034,1,3,0.5,15
10,11,0,-3.1264000000000003,-0.1534,-2.9264,-3.3507000000000002,-0.1295,-2.9211,0.045200000000000004,0.22560000000000002,0.4314,0.3922,0.1961,1.2913000000000001,1,3,0.5,15
11,12,0,-3.3507000000000002,-0.1295,-2.9211,-3.8475,-0.0742,-2.9312,0.045200000000000004,0.5,0.4314,0.3922,0.1961,1.4871,1,3,0.5,15
12,13,0,-3.8475,-0.0742,-2.9312,-3.9949000000000003,-0.0449,-2.928,0.045200000000000004,0.1502,0.4314,0.3922,0.1961,1.5461,1,3,0.5,15
13,14,0,-3.9949000000000003,-0.0449,-2.928,-4.468100000000001,0.1165,-2.9324000000000003,0.045200000000000004,0.5,0.4314,0.3922,0.1961,1.7434,1,3,0.5,15
14,15,0,-4.468100000000001,0.1165,-2.9324000000000003,-4.503,0.12890000000000001,-2.9332000000000003,0.045200000000000004,0.037000000000000005,0.4314,0.3922,0.1961,1.7581,1,3,0.5,15
15,16,0,-4.503,0.12890000000000001,-2.9332000000000003,-4.9617000000000004,0.3244,-2.9695,0.045200000000000004,0.5,0.4314,0.3922,0.1961,1.9566000000000001,1,3,0.5,15
16,17,0,-4.9617000000000004,0.3244,-2.9695,-5.103800000000001,0.3899,-2.9818000000000002,0.045200000000000004,0.1569,0.4314,0.3922,0.1961,2.0191,1,3,0.5,15
17,18,0,-5.103800000000001,0.3899,-2.9818000000000002,-5.5440000000000005,0.6091,-3.0721000000000003,0.045200000000000004,0.5,0.4314,0.3922,0.1961,2.2192000000000003,1,3,0.5,15
18,19,0,-5.5440000000000005,0.6091,-3.0721000000000003,-5.6436,0.6529,-3.0863,0.045200000000000004,0.1097,0.4314,0.3922,0.1961,2.2632000000000003,1,3,0.5,15
